County,County_code,Year,Zip,num_tests,under_5_mcg_dL,5_10_mcg_dL,10_15_mcg_dL,over_15_mcg_dL,total_elevated,percent_elevated,rate_per_1000,zip_location,county_location
Warren,113,2017,12810,6,6,0,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Essex,31,2012,12983,10,10,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
St. Lawrence,89,2003,13642,88,53,35,0,0,0,0,0,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Jefferson,45,2015,13602,110,110,0,0,0,0,0,0,"(44.054057, -75.750531)","(44.0607, -75.9928)"
Clinton,19,2015,12903,17,NA,NA,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
St. Lawrence,89,2012,13654,29,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Herkimer,43,2016,13491,30,NA,NA,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Jefferson,45,2006,13679,12,12,0,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Lewis,49,2004,13367,43,31,12,0,0,0,0,0,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Warren,113,2006,12843,15,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Lewis,49,2013,13368,8,NA,NA,0,0,0,0,0,"(43.63092, -75.34848)","(43.786397, -75.442617)"
St. Lawrence,89,2013,13642,130,119,10,NA,NA,NA,NA,NA,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Clinton,19,2009,12972,38,38,0,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Essex,31,2014,12998,7,7,0,0,0,0,0,0,"(44.086571, -73.536128)","(44.108971, -73.777573)"
Warren,113,2000,12845,33,NA,NA,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Herkimer,43,2003,13431,12,NA,NA,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
Essex,31,2011,12870,10,10,0,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Lewis,49,2011,13325,8,8,0,0,0,0,0,0,"(43.577189, -75.564678)","(43.786397, -75.442617)"
Jefferson,45,2016,13618,11,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Franklin,33,2016,12937,9,NA,NA,NA,NA,NA,NA,NA,"(44.956408, -74.489215)","(44.594374, -74.31067)"
Jefferson,45,2001,13612,22,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Jefferson,45,2017,13656,21,21,0,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Herkimer,43,2020,13339,7,6,0,NA,NA,NA,NA,NA,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Franklin,33,2017,12920,24,NA,NA,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Clinton,19,2020,12978,7,7,0,0,0,0,0,0,"(44.609012, -73.805908)","(44.75271, -73.705648)"
Lewis,49,2006,13309,10,NA,NA,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
St. Lawrence,89,2016,13669,133,121,6,NA,NA,6,0.045,45,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Franklin,33,2014,12920,25,25,0,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Jefferson,45,2004,13656,38,NA,NA,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Franklin,33,2009,12983,32,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
St. Lawrence,89,2017,13635,17,NA,NA,NA,NA,NA,NA,NA,"(44.30802, -75.25608)","(44.488113, -75.074311)"
St. Lawrence,89,2018,13684,9,9,0,0,0,0,0,0,"(44.37588, -75.06918)","(44.488113, -75.074311)"
St. Lawrence,89,2008,13697,17,NA,NA,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
St. Lawrence,89,2014,13680,11,11,0,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Lewis,49,2012,13473,9,9,0,0,0,0,0,0,"(43.6556, -75.428792)","(43.786397, -75.442617)"
Essex,31,2012,12883,45,38,6,NA,NA,NA,NA,NA,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Jefferson,45,2006,13622,13,NA,NA,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Herkimer,43,2018,13329,24,NA,NA,0,0,0,0,0,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Clinton,19,2007,12918,32,NA,NA,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Herkimer,43,2001,13329,26,19,7,0,0,0,0,0,"(43.1037, -74.74098)","(43.1631, -74.8741)"
St. Lawrence,89,2010,13652,11,11,0,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Lewis,49,2001,13626,16,NA,NA,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Jefferson,45,2004,13682,6,6,0,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
St. Lawrence,89,2005,13668,28,NA,NA,0,0,0,0,0,"(44.76282, -74.99124)","(44.488113, -75.074311)"
Lewis,49,2005,13327,10,NA,NA,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Franklin,33,2003,12917,9,NA,NA,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Jefferson,45,2007,13691,31,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Essex,31,2020,12956,10,9,0,NA,NA,NA,NA,NA,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Jefferson,45,2019,13622,20,NA,NA,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Warren,113,2010,12815,6,6,0,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Jefferson,45,2001,13608,7,NA,NA,0,0,0,0,0,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Clinton,19,2001,12935,13,NA,NA,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Franklin,33,2020,12986,42,42,0,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Warren,113,2020,12846,40,40,0,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Warren,113,2011,12804,89,NA,NA,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Clinton,19,2010,12979,9,9,0,0,0,0,0,0,"(44.990534, -73.367171)","(44.75271, -73.705648)"
St. Lawrence,89,2013,13669,146,133,9,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Jefferson,45,2003,13685,9,9,0,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Warren,113,2001,12843,7,NA,NA,NA,NA,NA,NA,NA,"(43.59355, -73.974572)","(43.555105, -73.838139)"
St. Lawrence,89,2010,13635,6,6,0,0,0,0,0,0,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Jefferson,45,2003,13601,331,285,42,NA,NA,NA,NA,NA,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Lewis,49,2016,13343,22,22,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Essex,31,2007,12996,12,12,0,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
St. Lawrence,89,2012,13617,79,NA,NA,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
St. Lawrence,89,2002,13694,8,8,0,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Warren,113,2005,12853,13,12,0,NA,NA,NA,NA,NA,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Herkimer,43,2014,13350,95,82,11,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
St. Lawrence,89,2020,13635,8,8,0,0,0,0,0,0,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Essex,31,2017,12883,44,NA,NA,NA,NA,NA,NA,NA,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Warren,113,2005,12885,43,33,9,NA,NA,NA,NA,NA,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Jefferson,45,2007,13636,7,NA,NA,0,0,0,0,0,"(43.74209, -76.12062)","(44.0607, -75.9928)"
St. Lawrence,89,2018,12967,7,7,0,0,0,0,0,0,"(44.761693, -74.654141)","(44.488113, -75.074311)"
Warren,113,2000,12804,154,138,15,NA,NA,NA,NA,NA,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Lewis,49,2006,13626,14,NA,NA,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Essex,31,2009,12944,13,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
Clinton,19,2007,12972,57,57,0,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Franklin,33,2008,12914,8,8,0,0,0,0,0,0,"(44.953343, -74.599279)","(44.594374, -74.31067)"
Jefferson,45,2008,13661,16,16,0,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
St. Lawrence,89,2003,13669,83,58,24,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Warren,113,2020,12810,8,8,0,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Jefferson,45,2006,13608,12,NA,NA,0,0,0,0,0,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Clinton,19,2014,12934,13,NA,NA,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Jefferson,45,2017,13619,137,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
St. Lawrence,89,2007,13613,27,NA,NA,NA,NA,NA,NA,NA,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Herkimer,43,2014,13331,7,7,0,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Clinton,19,2001,12919,22,NA,NA,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Lewis,49,2005,13343,11,11,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Herkimer,43,2007,13324,10,NA,NA,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
St. Lawrence,89,2007,13681,8,NA,NA,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Franklin,33,2020,12989,6,NA,NA,0,0,0,0,0,"(44.469526, -74.044265)","(44.594374, -74.31067)"
Jefferson,45,2018,13661,19,18,0,NA,NA,NA,NA,NA,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Franklin,33,2005,13655,28,28,0,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
St. Lawrence,89,2014,13646,22,NA,NA,0,0,0,0,0,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Clinton,19,2020,12935,13,13,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Jefferson,45,2015,13650,7,7,0,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Franklin,33,2001,12983,22,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Herkimer,43,2005,13439,7,NA,NA,NA,NA,NA,NA,NA,"(42.85141, -74.988541)","(43.1631, -74.8741)"
Clinton,19,2019,12903,9,9,0,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
St. Lawrence,89,2007,13617,56,45,11,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Warren,113,2004,12801,106,70,28,NA,NA,8,0.075,75,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Clinton,19,2005,12921,17,NA,NA,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Clinton,19,2014,12919,33,33,0,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Herkimer,43,2016,13454,7,6,0,NA,NA,NA,NA,NA,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Essex,31,2005,12944,21,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
Jefferson,45,2007,13603,19,NA,NA,0,0,0,0,0,"(44.04216, -75.79152)","(44.0607, -75.9928)"
St. Lawrence,89,2008,13625,14,NA,NA,NA,NA,NA,NA,NA,"(44.538104, -74.928858)","(44.488113, -75.074311)"
Franklin,33,2003,12957,8,NA,NA,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Herkimer,43,2011,13331,6,6,0,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Jefferson,45,2010,13650,10,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Franklin,33,2012,12983,46,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Herkimer,43,2010,13324,16,NA,NA,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Jefferson,45,2012,13616,35,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Essex,31,2006,12936,7,NA,NA,0,0,0,0,0,"(44.261839, -73.374299)","(44.108971, -73.777573)"
St. Lawrence,89,2017,13613,18,NA,NA,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Lewis,49,2004,13433,12,NA,NA,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Franklin,33,2020,12926,18,18,0,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Herkimer,43,2004,13365,76,52,21,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Clinton,19,2001,12958,18,NA,NA,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Jefferson,45,2004,13601,377,331,43,NA,NA,NA,NA,NA,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Clinton,19,2015,12901,290,NA,NA,NA,NA,NA,NA,NA,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Lewis,49,2007,13626,15,NA,NA,NA,NA,NA,NA,NA,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Franklin,33,2008,12986,43,NA,NA,NA,NA,NA,NA,NA,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Lewis,49,2013,13309,11,NA,NA,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
Herkimer,43,2009,13431,15,NA,NA,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
St. Lawrence,89,2009,12967,13,13,0,0,0,0,0,0,"(44.761693, -74.654141)","(44.488113, -75.074311)"
Essex,31,2020,12944,26,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
Jefferson,45,2020,13650,10,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Franklin,33,2014,12916,33,NA,NA,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Essex,31,2009,12983,12,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Jefferson,45,2014,13624,18,18,0,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Clinton,19,2008,12972,36,36,0,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Warren,113,2020,12815,9,9,0,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Herkimer,43,2010,13502,16,NA,NA,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Jefferson,45,2005,13605,45,NA,NA,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
St. Lawrence,89,2020,13676,81,NA,NA,NA,NA,NA,NA,NA,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Herkimer,43,2007,13431,11,NA,NA,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
Franklin,33,2010,13655,49,NA,NA,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Herkimer,43,2017,13357,114,104,6,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Warren,113,2004,12885,27,19,8,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Lewis,49,2018,13648,13,NA,NA,0,0,0,0,0,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Clinton,19,2016,12944,24,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Franklin,33,2016,12953,113,NA,NA,0,0,0,0,0,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Herkimer,43,2014,13357,100,91,8,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Franklin,33,2000,12920,7,NA,NA,NA,NA,NA,NA,NA,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Franklin,33,2014,12914,12,12,0,0,0,0,0,0,"(44.953343, -74.599279)","(44.594374, -74.31067)"
St. Lawrence,89,2005,13667,47,34,12,NA,NA,NA,NA,NA,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Franklin,33,2016,12914,15,12,0,NA,NA,NA,NA,NA,"(44.953343, -74.599279)","(44.594374, -74.31067)"
Jefferson,45,2016,13656,22,22,0,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Essex,31,2006,12851,6,6,0,0,0,0,0,0,"(43.787706, -73.997818)","(44.108971, -73.777573)"
Jefferson,45,2008,13612,33,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Jefferson,45,2009,13616,20,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Essex,31,2006,12946,20,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Jefferson,45,2008,13606,29,NA,NA,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Warren,113,2013,12814,6,6,0,0,0,0,0,0,"(43.5897, -73.66848)","(43.555105, -73.838139)"
Essex,31,2016,12983,12,12,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Lewis,49,2018,13433,17,NA,NA,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Herkimer,43,2008,13329,28,18,9,NA,NA,NA,NA,NA,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Essex,31,2017,12913,6,NA,NA,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
Jefferson,45,2011,13602,103,103,0,0,0,0,0,0,"(44.054057, -75.750531)","(44.0607, -75.9928)"
St. Lawrence,89,2008,13658,12,NA,NA,NA,NA,NA,NA,NA,"(44.725973, -75.323276)","(44.488113, -75.074311)"
St. Lawrence,89,2007,13642,89,60,29,0,0,0,0,0,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Jefferson,45,2005,13650,12,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
St. Lawrence,89,2009,13642,120,99,19,NA,NA,NA,NA,NA,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Clinton,19,2013,12972,57,NA,NA,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Warren,113,2013,12810,6,NA,NA,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Jefferson,45,2000,13661,13,NA,NA,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
St. Lawrence,89,2003,13648,13,NA,NA,NA,NA,NA,NA,NA,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Essex,31,2015,12998,15,NA,NA,0,0,0,0,0,"(44.086571, -73.536128)","(44.108971, -73.777573)"
St. Lawrence,89,2008,13669,93,72,18,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Warren,113,2012,12801,64,54,8,NA,NA,NA,NA,NA,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Essex,31,2010,12998,8,NA,NA,0,0,0,0,0,"(44.086571, -73.536128)","(44.108971, -73.777573)"
Jefferson,45,2019,13601,565,548,12,NA,NA,NA,NA,NA,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Lewis,49,2008,13367,71,59,11,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
St. Lawrence,89,2013,13662,172,NA,NA,NA,NA,NA,NA,NA,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Franklin,33,2015,12920,23,23,0,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Jefferson,45,2013,13612,41,41,0,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Lewis,49,2002,13327,19,10,9,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Jefferson,45,2020,13618,9,9,0,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Warren,113,2018,12853,21,NA,NA,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
St. Lawrence,89,2015,13681,12,NA,NA,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Warren,113,2018,12845,25,NA,NA,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
St. Lawrence,89,2014,13652,20,NA,NA,NA,NA,NA,NA,NA,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Clinton,19,2007,12992,48,NA,NA,0,0,0,0,0,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Essex,31,2011,12928,10,NA,NA,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
Herkimer,43,2003,13350,66,51,13,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Jefferson,45,2019,13634,51,51,0,0,0,0,0,0,"(44.00616, -76.07107)","(44.0607, -75.9928)"
St. Lawrence,89,2010,13648,10,10,0,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
St. Lawrence,89,2006,13660,18,NA,NA,0,0,0,0,0,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Franklin,33,2007,12937,6,NA,NA,0,0,0,0,0,"(44.956408, -74.489215)","(44.594374, -74.31067)"
St. Lawrence,89,2012,13669,143,128,14,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Clinton,19,2000,12935,10,10,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
St. Lawrence,89,2012,13680,11,NA,NA,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Lewis,49,2008,13648,8,8,0,0,0,0,0,0,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Jefferson,45,2010,13622,26,NA,NA,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Lewis,49,2005,13626,9,NA,NA,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Jefferson,45,2010,13624,37,37,0,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
St. Lawrence,89,2012,13668,30,30,0,0,0,0,0,0,"(44.76282, -74.99124)","(44.488113, -75.074311)"
St. Lawrence,89,2004,13652,13,NA,NA,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Jefferson,45,2018,13605,62,NA,NA,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Jefferson,45,2003,13691,20,NA,NA,NA,NA,NA,NA,NA,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Jefferson,45,2002,13673,18,NA,NA,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Jefferson,45,2009,13634,41,NA,NA,0,0,0,0,0,"(44.00616, -76.07107)","(44.0607, -75.9928)"
Essex,31,2018,12870,14,14,0,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Jefferson,45,2000,13673,16,6,10,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Franklin,33,2006,12917,7,NA,NA,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Jefferson,45,2000,13682,6,NA,NA,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
Essex,31,2019,12996,13,13,0,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
Essex,31,2013,12956,10,NA,NA,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Jefferson,45,2014,13619,163,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Clinton,19,2003,12918,11,NA,NA,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Warren,113,2006,12810,8,NA,NA,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Warren,113,2000,12810,6,NA,NA,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Clinton,19,2005,12935,9,NA,NA,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
St. Lawrence,89,2015,13654,13,13,0,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Warren,113,2014,12815,11,NA,NA,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Clinton,19,2016,12981,47,NA,NA,NA,NA,NA,NA,NA,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Lewis,49,2008,13433,12,NA,NA,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Herkimer,43,2007,13491,18,NA,NA,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Essex,31,2010,12913,6,6,0,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
Jefferson,45,2012,13606,23,NA,NA,NA,NA,NA,NA,NA,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Jefferson,45,2015,13685,16,NA,NA,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Clinton,19,2017,12952,6,6,0,0,0,0,0,0,"(44.689167, -73.949444)","(44.75271, -73.705648)"
Clinton,19,2010,12921,8,8,0,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
St. Lawrence,89,2014,13635,10,9,0,NA,NA,NA,NA,NA,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Jefferson,45,2008,13607,11,NA,NA,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Essex,31,2006,12928,6,NA,NA,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
Warren,113,2005,12804,202,185,17,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Clinton,19,2015,12935,20,20,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Essex,31,2015,12974,13,13,0,0,0,0,0,0,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Essex,31,2005,12996,10,NA,NA,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
Herkimer,43,2002,13340,53,42,11,0,0,0,0,0,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Warren,113,2003,12814,6,NA,NA,0,0,0,0,0,"(43.5897, -73.66848)","(43.555105, -73.838139)"
